Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Oslo - Hovin;SN18210;13.03.2026;6,4
Tryvannshøgda;SN18950;13.03.2026;2,3
Trondheim - Voll;SN68860;13.03.2026;8,2
Trondheim - Voll Plu;SN68863;13.03.2026;8
Stavanger - Våland;SN44640;13.03.2026;7,1
Bergen - Florida;SN50540;13.03.2026;6,9
Bergen - Florida Uib;SN50539;13.03.2026;6,9
Bjørnholt;SN18500;14.03.2026;2,4
Oslo - Blindern;SN18700;14.03.2026;4,2
Oslo - Bygdøy Ii;SN18810;14.03.2026;4,7
Oslo - Hovin;SN18210;14.03.2026;4,3
Tryvannshøgda;SN18950;14.03.2026;0,8
Trondheim - Voll;SN68860;14.03.2026;9,6
Trondheim - Voll Plu;SN68863;14.03.2026;9,6
Stavanger - Våland;SN44640;14.03.2026;8,3
Bergen - Florida;SN50540;14.03.2026;6,6
Bergen - Florida Uib;SN50539;14.03.2026;6,6
Bjørnholt;SN18500;15.03.2026;1,4
Oslo - Blindern;SN18700;15.03.2026;4
Oslo - Bygdøy Ii;SN18810;15.03.2026;4,4
Oslo - Hovin;SN18210;15.03.2026;4,6
Tryvannshøgda;SN18950;15.03.2026;0,4
Trondheim - Voll;SN68860;15.03.2026;8,5
Trondheim - Voll Plu;SN68863;15.03.2026;8,5
Stavanger - Våland;SN44640;15.03.2026;8,3
Bergen - Florida;SN50540;15.03.2026;7,1
Bergen - Florida Uib;SN50539;15.03.2026;7,2
Bjørnholt;SN18500;16.03.2026;1,5
Oslo - Blindern;SN18700;16.03.2026;4,3
Oslo - Bygdøy Ii;SN18810;16.03.2026;4,8
Oslo - Hovin;SN18210;16.03.2026;4,3
Tryvannshøgda;SN18950;16.03.2026;0,4
Trondheim - Voll;SN68860;16.03.2026;8,4
Trondheim - Voll Plu;SN68863;16.03.2026;8,3
Stavanger - Våland;SN44640;16.03.2026;7,9
Bergen - Florida;SN50540;16.03.2026;7,7
Bergen - Florida Uib;SN50539;16.03.2026;7,7
Bjørnholt;SN18500;17.03.2026;1,9
Oslo - Blindern;SN18700;17.03.2026;3,6
Oslo - Bygdøy Ii;SN18810;17.03.2026;4,4
Oslo - Hovin;SN18210;17.03.2026;4,3
Tryvannshøgda;SN18950;17.03.2026;0,9
Trondheim - Voll;SN68860;17.03.2026;9,4
Trondheim - Voll Plu;SN68863;17.03.2026;9,3
Stavanger - Våland;SN44640;17.03.2026;9,3
Bergen - Florida;SN50540;17.03.2026;10,5
Bergen - Florida Uib;SN50539;17.03.2026;10,5
Bjørnholt;SN18500;18.03.2026;4
Oslo - Blindern;SN18700;18.03.2026;6,1
Oslo - Bygdøy Ii;SN18810;18.03.2026;6,4
Oslo - Hovin;SN18210;18.03.2026;7,2
Tryvannshøgda;SN18950;18.03.2026;3,1
Trondheim - Voll;SN68860;18.03.2026;12
Trondheim - Voll Plu;SN68863;18.03.2026;11,9
Stavanger - Våland;SN44640;18.03.2026;10,1
Bergen - Florida;SN50540;18.03.2026;11
Bergen - Florida Uib;SN50539;18.03.2026;11,1
Bjørnholt;SN18500;19.03.2026;11,6
Oslo - Blindern;SN18700;19.03.2026;11,9
Oslo - Bygdøy Ii;SN18810;19.03.2026;9,9
Oslo - Hovin;SN18210;19.03.2026;12
Tryvannshøgda;SN18950;19.03.2026;9,9
Trondheim - Voll;SN68860;19.03.2026;9,6
Trondheim - Voll Plu;SN68863;19.03.2026;9,3
Stavanger - Våland;SN44640;19.03.2026;9,2
Bergen - Florida;SN50540;19.03.2026;9,4
Bergen - Florida Uib;SN50539;19.03.2026;9,4
Bjørnholt;SN18500;20.03.2026;10,5
Oslo - Blindern;SN18700;20.03.2026;12,9
Oslo - Bygdøy Ii;SN18810;20.03.2026;12,7
Oslo - Hovin;SN18210;20.03.2026;12,3
Tryvannshøgda;SN18950;20.03.2026;8,3
Trondheim - Voll;SN68860;20.03.2026;14
Trondheim - Voll Plu;SN68863;20.03.2026;13,9
Stavanger - Våland;SN44640;20.03.2026;10,4
Bergen - Florida;SN50540;20.03.2026;10,6
Bergen - Florida Uib;SN50539;20.03.2026;10,5
Bjørnholt;SN18500;21.03.2026;7,9
Oslo - Blindern;SN18700;21.03.2026;8,9
Oslo - Bygdøy Ii;SN18810;21.03.2026;7,9
Oslo - Hovin;SN18210;21.03.2026;7,8
Tryvannshøgda;SN18950;21.03.2026;5,4
Trondheim - Voll;SN68860;21.03.2026;11,3
Trondheim - Voll Plu;SN68863;21.03.2026;11
Stavanger - Våland;SN44640;21.03.2026;9,4
Bergen - Florida;SN50540;21.03.2026;8,6
Bergen - Florida Uib;SN50539;21.03.2026;8,6
Bjørnholt;SN18500;22.03.2026;3,1
Oslo - Blindern;SN18700;22.03.2026;5,6
Oslo - Bygdøy Ii;SN18810;22.03.2026;6,7
Oslo - Hovin;SN18210;22.03.2026;5,9
Tryvannshøgda;SN18950;22.03.2026;1,5
Trondheim - Voll;SN68860;22.03.2026;7,9
Trondheim - Voll Plu;SN68863;22.03.2026;7,8
Stavanger - Våland;SN44640;22.03.2026;6,2
Bergen - Florida;SN50540;22.03.2026;6,5
Bergen - Florida Uib;SN50539;22.03.2026;6,5
Bjørnholt;SN18500;23.03.2026;7,3
Oslo - Blindern;SN18700;23.03.2026;9,7
Oslo - Bygdøy Ii;SN18810;23.03.2026;9,6
Oslo - Hovin;SN18210;23.03.2026;9
Tryvannshøgda;SN18950;23.03.2026;5,9
Trondheim - Voll;SN68860;23.03.2026;5,5
Trondheim - Voll Plu;SN68863;23.03.2026;5,3
Stavanger - Våland;SN44640;23.03.2026;7,6
Bergen - Florida;SN50540;23.03.2026;7,1
Bergen - Florida Uib;SN50539;23.03.2026;7,1
Bjørnholt;SN18500;24.03.2026;4,8
Oslo - Blindern;SN18700;24.03.2026;8,4
Oslo - Bygdøy Ii;SN18810;24.03.2026;9,3
Oslo - Hovin;SN18210;24.03.2026;9,4
Tryvannshøgda;SN18950;24.03.2026;4,1
Trondheim - Voll;SN68860;24.03.2026;11,8
Trondheim - Voll Plu;SN68863;24.03.2026;11,8
Stavanger - Våland;SN44640;24.03.2026;9,6
Bergen - Florida;SN50540;24.03.2026;9
Bergen - Florida Uib;SN50539;24.03.2026;9
Bjørnholt;SN18500;25.03.2026;8,3
Oslo - Blindern;SN18700;25.03.2026;9,8
Oslo - Bygdøy Ii;SN18810;25.03.2026;9,9
Oslo - Hovin;SN18210;25.03.2026;9,4
Tryvannshøgda;SN18950;25.03.2026;6,2
Trondheim - Voll;SN68860;25.03.2026;9,8
Trondheim - Voll Plu;SN68863;25.03.2026;9,6
Stavanger - Våland;SN44640;25.03.2026;6,5
Bergen - Florida;SN50540;25.03.2026;7,5
Bergen - Florida Uib;SN50539;25.03.2026;7,5
Bjørnholt;SN18500;26.03.2026;9,3
Oslo - Blindern;SN18700;26.03.2026;12,8
Oslo - Bygdøy Ii;SN18810;26.03.2026;12,4
Oslo - Hovin;SN18210;26.03.2026;12,3
Tryvannshøgda;SN18950;26.03.2026;8,9
Trondheim - Voll;SN68860;26.03.2026;5,7
Trondheim - Voll Plu;SN68863;26.03.2026;5,6
Stavanger - Våland;SN44640;26.03.2026;7,2
Bergen - Florida;SN50540;26.03.2026;7,6
Bergen - Florida Uib;SN50539;26.03.2026;7,5
Bjørnholt;SN18500;27.03.2026;6,6
Oslo - Blindern;SN18700;27.03.2026;8,6
Oslo - Bygdøy Ii;SN18810;27.03.2026;8,7
Oslo - Hovin;SN18210;27.03.2026;8,1
Tryvannshøgda;SN18950;27.03.2026;4,2
Trondheim - Voll;SN68860;27.03.2026;5,6
Trondheim - Voll Plu;SN68863;27.03.2026;5,5
Stavanger - Våland;SN44640;27.03.2026;5,2
Bergen - Florida;SN50540;27.03.2026;4,8
Bergen - Florida Uib;SN50539;27.03.2026;4,8
Bjørnholt;SN18500;28.03.2026;7,3
Oslo - Blindern;SN18700;28.03.2026;9,3
Oslo - Bygdøy Ii;SN18810;28.03.2026;9,7
Oslo - Hovin;SN18210;28.03.2026;8,9
Tryvannshøgda;SN18950;28.03.2026;5,3
Trondheim - Voll;SN68860;28.03.2026;9,9
Trondheim - Voll Plu;SN68863;28.03.2026;10
Stavanger - Våland;SN44640;28.03.2026;7,9
Bergen - Florida;SN50540;28.03.2026;7,5
Bergen - Florida Uib;SN50539;28.03.2026;7,6
Bjørnholt;SN18500;29.03.2026;6,8
Oslo - Blindern;SN18700;29.03.2026;8,8
Oslo - Bygdøy Ii;SN18810;29.03.2026;8,8
Oslo - Hovin;SN18210;29.03.2026;9
Tryvannshøgda;SN18950;29.03.2026;4,8
Trondheim - Voll;SN68860;29.03.2026;9,2
Trondheim - Voll Plu;SN68863;29.03.2026;9,4
Stavanger - Våland;SN44640;29.03.2026;6,6
Bergen - Florida;SN50540;29.03.2026;5,6
Bergen - Florida Uib;SN50539;29.03.2026;5,6
Bjørnholt;SN18500;30.03.2026;7,3
Oslo - Blindern;SN18700;30.03.2026;8,4
Oslo - Bygdøy Ii;SN18810;30.03.2026;8,5
Oslo - Hovin;SN18210;30.03.2026;8,5
Tryvannshøgda;SN18950;30.03.2026;4,6
Trondheim - Voll;SN68860;30.03.2026;9,6
Trondheim - Voll Plu;SN68863;30.03.2026;9,7
Stavanger - Våland;SN44640;30.03.2026;8,1
Bergen - Florida;SN50540;30.03.2026;6,5
Bergen - Florida Uib;SN50539;30.03.2026;6,5
Bjørnholt;SN18500;31.03.2026;11,8
Oslo - Blindern;SN18700;31.03.2026;13,7
Oslo - Bygdøy Ii;SN18810;31.03.2026;13,5
Oslo - Hovin;SN18210;31.03.2026;12,9
Tryvannshøgda;SN18950;31.03.2026;10,5
Trondheim - Voll;SN68860;31.03.2026;8,1
Trondheim - Voll Plu;SN68863;31.03.2026;8,1
Stavanger - Våland;SN44640;31.03.2026;9,1
Bergen - Florida;SN50540;31.03.2026;8,2
Bergen - Florida Uib;SN50539;31.03.2026;8,1
Bjørnholt;SN18500;01.04.2026;12,9
Oslo - Blindern;SN18700;01.04.2026;14,8
Oslo - Bygdøy Ii;SN18810;01.04.2026;14,5
Oslo - Hovin;SN18210;01.04.2026;14,2
Tryvannshøgda;SN18950;01.04.2026;10,4
Trondheim - Voll;SN68860;01.04.2026;9
Trondheim - Voll Plu;SN68863;01.04.2026;8,9
Stavanger - Våland;SN44640;01.04.2026;11
Bergen - Florida;SN50540;01.04.2026;8,6
Bergen - Florida Uib;SN50539;01.04.2026;8,6
Bjørnholt;SN18500;02.04.2026;7,1
Oslo - Blindern;SN18700;02.04.2026;9,8
Oslo - Bygdøy Ii;SN18810;02.04.2026;9,2
Oslo - Hovin;SN18210;02.04.2026;9,9
Tryvannshøgda;SN18950;02.04.2026;5,9
Trondheim - Voll;SN68860;02.04.2026;5
Trondheim - Voll Plu;SN68863;02.04.2026;5,1
Stavanger - Våland;SN44640;02.04.2026;9
Bergen - Florida;SN50540;02.04.2026;8,5
Bergen - Florida Uib;SN50539;02.04.2026;8,4
Bjørnholt;SN18500;03.04.2026;2,2
Oslo - Blindern;SN18700;03.04.2026;4
Oslo - Bygdøy Ii;SN18810;03.04.2026;4,7
Oslo - Hovin;SN18210;03.04.2026;4
Tryvannshøgda;SN18950;03.04.2026;0,3
Trondheim - Voll;SN68860;03.04.2026;6,4
Trondheim - Voll Plu;SN68863;03.04.2026;6,4
Stavanger - Våland;SN44640;03.04.2026;5,9
Bergen - Florida;SN50540;03.04.2026;6,6
Bergen - Florida Uib;SN50539;03.04.2026;6,6
Bjørnholt;SN18500;04.04.2026;8,2
Oslo - Blindern;SN18700;04.04.2026;10,3
Oslo - Bygdøy Ii;SN18810;04.04.2026;10,2
Oslo - Hovin;SN18210;04.04.2026;9,8
Tryvannshøgda;SN18950;04.04.2026;5,8
Trondheim - Voll;SN68860;04.04.2026;8,7
Trondheim - Voll Plu;SN68863;04.04.2026;8,7
Stavanger - Våland;SN44640;04.04.2026;8,1
Bergen - Florida;SN50540;04.04.2026;9,1
Bergen - Florida Uib;SN50539;04.04.2026;9,1
Bjørnholt;SN18500;05.04.2026;5
Oslo - Blindern;SN18700;05.04.2026;7,4
Oslo - Bygdøy Ii;SN18810;05.04.2026;8,3
Oslo - Hovin;SN18210;05.04.2026;7,5
Tryvannshøgda;SN18950;05.04.2026;3,4
Trondheim - Voll;SN68860;05.04.2026;5,9
Trondheim - Voll Plu;SN68863;05.04.2026;5,8
Stavanger - Våland;SN44640;05.04.2026;7,3
Bergen - Florida;SN50540;05.04.2026;8,7
Bergen - Florida Uib;SN50539;05.04.2026;8,7
Bjørnholt;SN18500;06.04.2026;10,7
Oslo - Blindern;SN18700;06.04.2026;13,3
Oslo - Bygdøy Ii;SN18810;06.04.2026;13,6
Oslo - Hovin;SN18210;06.04.2026;13,3
Tryvannshøgda;SN18950;06.04.2026;9,6
Trondheim - Voll;SN68860;06.04.2026;5,8
Trondheim - Voll Plu;SN68863;06.04.2026;5,8
Stavanger - Våland;SN44640;06.04.2026;9,8
Bergen - Florida;SN50540;06.04.2026;10
Bergen - Florida Uib;SN50539;06.04.2026;10,1
Bjørnholt;SN18500;07.04.2026;11,3
Oslo - Blindern;SN18700;07.04.2026;13,9
Oslo - Bygdøy Ii;SN18810;07.04.2026;13,5
Oslo - Hovin;SN18210;07.04.2026;12,8
Tryvannshøgda;SN18950;07.04.2026;9,7
Trondheim - Voll;SN68860;07.04.2026;8,4
Trondheim - Voll Plu;SN68863;07.04.2026;8,5
Stavanger - Våland;SN44640;07.04.2026;12,4
Bergen - Florida;SN50540;07.04.2026;12,8
Bergen - Florida Uib;SN50539;07.04.2026;12,9
Bjørnholt;SN18500;08.04.2026;11,3
Oslo - Blindern;SN18700;08.04.2026;13
Oslo - Bygdøy Ii;SN18810;08.04.2026;13,1
Oslo - Hovin;SN18210;08.04.2026;12,2
Tryvannshøgda;SN18950;08.04.2026;8,9
Trondheim - Voll;SN68860;08.04.2026;13
Trondheim - Voll Plu;SN68863;08.04.2026;13,1
Stavanger - Våland;SN44640;08.04.2026;11,1
Bergen - Florida;SN50540;08.04.2026;11,1
Bergen - Florida Uib;SN50539;08.04.2026;11,1
Bjørnholt;SN18500;09.04.2026;10,7
Oslo - Blindern;SN18700;09.04.2026;12,8
Oslo - Bygdøy Ii;SN18810;09.04.2026;12,8
Oslo - Hovin;SN18210;09.04.2026;11,8
Tryvannshøgda;SN18950;09.04.2026;8,2
Trondheim - Voll;SN68860;09.04.2026;13,1
Trondheim - Voll Plu;SN68863;09.04.2026;13,3
Stavanger - Våland;SN44640;09.04.2026;11,9
Bergen - Florida;SN50540;09.04.2026;12,5
Bergen - Florida Uib;SN50539;09.04.2026;12,4
Bjørnholt;SN18500;10.04.2026;6,1
Oslo - Blindern;SN18700;10.04.2026;9
Oslo - Bygdøy Ii;SN18810;10.04.2026;8,8
Oslo - Hovin;SN18210;10.04.2026;9,1
Tryvannshøgda;SN18950;10.04.2026;4,5
Trondheim - Voll;SN68860;10.04.2026;10,2
Trondheim - Voll Plu;SN68863;10.04.2026;10,3
Stavanger - Våland;SN44640;10.04.2026;10
Bergen - Florida;SN50540;10.04.2026;11,3
Bergen - Florida Uib;SN50539;10.04.2026;11,3
Bjørnholt;SN18500;11.04.2026;9,7
Oslo - Blindern;SN18700;11.04.2026;11,2
Oslo - Bygdøy Ii;SN18810;11.04.2026;11,3
Oslo - Hovin;SN18210;11.04.2026;10,7
Tryvannshøgda;SN18950;11.04.2026;7,3
Trondheim - Voll;SN68860;11.04.2026;10,3
Trondheim - Voll Plu;SN68863;11.04.2026;10,3
Stavanger - Våland;SN44640;11.04.2026;10,2
Bergen - Florida;SN50540;11.04.2026;13,3
Bergen - Florida Uib;SN50539;11.04.2026;13,2
Bjørnholt;SN18500;12.04.2026;3,6
Oslo - Blindern;SN18700;12.04.2026;8,4
Oslo - Bygdøy Ii;SN18810;12.04.2026;8,7
Oslo - Hovin;SN18210;12.04.2026;8,4
Tryvannshøgda;SN18950;12.04.2026;3,9
Trondheim - Voll;SN68860;12.04.2026;9,4
Trondheim - Voll Plu;SN68863;12.04.2026;9,4
Stavanger - Våland;SN44640;12.04.2026;11,2
Bergen - Florida;SN50540;12.04.2026;13
Bergen - Florida Uib;SN50539;12.04.2026;13
Bjørnholt;SN18500;13.04.2026;8,2
Oslo - Blindern;SN18700;13.04.2026;10,8
Oslo - Bygdøy Ii;SN18810;13.04.2026;11,1
Oslo - Hovin;SN18210;13.04.2026;11
Tryvannshøgda;SN18950;13.04.2026;6,4
Trondheim - Voll;SN68860;13.04.2026;12,6
Trondheim - Voll Plu;SN68863;13.04.2026;12,7
Stavanger - Våland;SN44640;13.04.2026;11,4
Bergen - Florida;SN50540;13.04.2026;13,1
Bergen - Florida Uib;SN50539;13.04.2026;13
Bjørnholt;SN18500;14.04.2026;9,4
Oslo - Blindern;SN18700;14.04.2026;11,5
Oslo - Bygdøy Ii;SN18810;14.04.2026;11,9
Oslo - Hovin;SN18210;14.04.2026;11,5
Tryvannshøgda;SN18950;14.04.2026;7,3
Trondheim - Voll;SN68860;14.04.2026;10,3
Trondheim - Voll Plu;SN68863;14.04.2026;10,4
Stavanger - Våland;SN44640;14.04.2026;9,1
Bergen - Florida;SN50540;14.04.2026;10,6
Bergen - Florida Uib;SN50539;14.04.2026;10,6
Bjørnholt;SN18500;15.04.2026;10,7
Oslo - Blindern;SN18700;15.04.2026;13,1
Oslo - Bygdøy Ii;SN18810;15.04.2026;12,9
Oslo - Hovin;SN18210;15.04.2026;12,1
Tryvannshøgda;SN18950;15.04.2026;8,8
Trondheim - Voll;SN68860;15.04.2026;12,4
Trondheim - Voll Plu;SN68863;15.04.2026;12,4
Stavanger - Våland;SN44640;15.04.2026;12,3
Bergen - Florida;SN50540;15.04.2026;14,5
Bergen - Florida Uib;SN50539;15.04.2026;14,4
Bjørnholt;SN18500;16.04.2026;13,9
Oslo - Blindern;SN18700;16.04.2026;15,8
Oslo - Bygdøy Ii;SN18810;16.04.2026;15,9
Oslo - Hovin;SN18210;16.04.2026;14,9
Tryvannshøgda;SN18950;16.04.2026;12
Trondheim - Voll;SN68860;16.04.2026;14,5
Trondheim - Voll Plu;SN68863;16.04.2026;14,5
Stavanger - Våland;SN44640;16.04.2026;12,8
Bergen - Florida;SN50540;16.04.2026;12,3
Bergen - Florida Uib;SN50539;16.04.2026;12,2
Bjørnholt;SN18500;17.04.2026;14,5
Oslo - Blindern;SN18700;17.04.2026;16
Oslo - Bygdøy Ii;SN18810;17.04.2026;16,1
Oslo - Hovin;SN18210;17.04.2026;15
Tryvannshøgda;SN18950;17.04.2026;12,2
Trondheim - Voll;SN68860;17.04.2026;16,3
Trondheim - Voll Plu;SN68863;17.04.2026;16,5
Stavanger - Våland;SN44640;17.04.2026;13,6
Bergen - Florida;SN50540;17.04.2026;14,7
Bergen - Florida Uib;SN50539;17.04.2026;14,6
Bjørnholt;SN18500;18.04.2026;12,4
Oslo - Blindern;SN18700;18.04.2026;13,8
Oslo - Bygdøy Ii;SN18810;18.04.2026;12,7
Oslo - Hovin;SN18210;18.04.2026;13,3
Tryvannshøgda;SN18950;18.04.2026;10,2
Trondheim - Voll;SN68860;18.04.2026;15,7
Trondheim - Voll Plu;SN68863;18.04.2026;16
Stavanger - Våland;SN44640;18.04.2026;11,8
Bergen - Florida;SN50540;18.04.2026;12,9
Bergen - Florida Uib;SN50539;18.04.2026;12,8
Bjørnholt;SN18500;19.04.2026;7,9
Oslo - Blindern;SN18700;19.04.2026;10,4
Oslo - Bygdøy Ii;SN18810;19.04.2026;10,3
Oslo - Hovin;SN18210;19.04.2026;10,5
Tryvannshøgda;SN18950;19.04.2026;6,8
Trondheim - Voll;SN68860;19.04.2026;14,1
Trondheim - Voll Plu;SN68863;19.04.2026;14,3
Stavanger - Våland;SN44640;19.04.2026;10,6
Bergen - Florida;SN50540;19.04.2026;11,6
Bergen - Florida Uib;SN50539;19.04.2026;11,5
Bjørnholt;SN18500;20.04.2026;12,9
Oslo - Blindern;SN18700;20.04.2026;14,5
Oslo - Bygdøy Ii;SN18810;20.04.2026;14,7
Oslo - Hovin;SN18210;20.04.2026;14,2
Tryvannshøgda;SN18950;20.04.2026;11,7
Trondheim - Voll;SN68860;20.04.2026;15,6
Trondheim - Voll Plu;SN68863;20.04.2026;15,6
Stavanger - Våland;SN44640;20.04.2026;13
Bergen - Florida;SN50540;20.04.2026;16,2
Bergen - Florida Uib;SN50539;20.04.2026;16
Bjørnholt;SN18500;21.04.2026;15,9
Oslo - Blindern;SN18700;21.04.2026;18,3
Oslo - Bygdøy Ii;SN18810;21.04.2026;18,4
Oslo - Hovin;SN18210;21.04.2026;18,2
Tryvannshøgda;SN18950;21.04.2026;15,1
Trondheim - Voll;SN68860;21.04.2026;12,3
Trondheim - Voll Plu;SN68863;21.04.2026;12,1
Stavanger - Våland;SN44640;21.04.2026;14,9
Bergen - Florida;SN50540;21.04.2026;15,5
Bergen - Florida Uib;SN50539;21.04.2026;15,5
Bjørnholt;SN18500;22.04.2026;15,6
Oslo - Blindern;SN18700;22.04.2026;18,4
Oslo - Bygdøy Ii;SN18810;22.04.2026;18,5
Oslo - Hovin;SN18210;22.04.2026;18
Tryvannshøgda;SN18950;22.04.2026;14,5
Trondheim - Voll;SN68860;22.04.2026;7,6
Trondheim - Voll Plu;SN68863;22.04.2026;7,6
Stavanger - Våland;SN44640;22.04.2026;12,7
Bergen - Florida;SN50540;22.04.2026;15,3
Bergen - Florida Uib;SN50539;22.04.2026;15,5
Bjørnholt;SN18500;23.04.2026;17,6
Oslo - Blindern;SN18700;23.04.2026;20
Oslo - Bygdøy Ii;SN18810;23.04.2026;20,1
Oslo - Hovin;SN18210;23.04.2026;19,5
Tryvannshøgda;SN18950;23.04.2026;16,6
Trondheim - Voll;SN68860;23.04.2026;8,4
Trondheim - Voll Plu;SN68863;23.04.2026;8,4
Stavanger - Våland;SN44640;23.04.2026;11,7
Bergen - Florida;SN50540;23.04.2026;11
Bergen - Florida Uib;SN50539;23.04.2026;11
Bjørnholt;SN18500;24.04.2026;18
Oslo - Blindern;SN18700;24.04.2026;20,1
Oslo - Bygdøy Ii;SN18810;24.04.2026;20,2
Oslo - Hovin;SN18210;24.04.2026;19,4
Tryvannshøgda;SN18950;24.04.2026;16,5
Trondheim - Voll;SN68860;24.04.2026;8,8
Trondheim - Voll Plu;SN68863;24.04.2026;9,1
Stavanger - Våland;SN44640;24.04.2026;11
Bergen - Florida;SN50540;24.04.2026;9
Bergen - Florida Uib;SN50539;24.04.2026;9
Bjørnholt;SN18500;25.04.2026;12,5
Oslo - Blindern;SN18700;25.04.2026;15,2
Oslo - Bygdøy Ii;SN18810;25.04.2026;16,2
Oslo - Hovin;SN18210;25.04.2026;15,3
Tryvannshøgda;SN18950;25.04.2026;11,9
Trondheim - Voll;SN68860;25.04.2026;6
Trondheim - Voll Plu;SN68863;25.04.2026;5,9
Stavanger - Våland;SN44640;25.04.2026;9,6
Bergen - Florida;SN50540;25.04.2026;9,8
Bergen - Florida Uib;SN50539;25.04.2026;9,9
Bjørnholt;SN18500;26.04.2026;10,1
Oslo - Blindern;SN18700;26.04.2026;11,9
Oslo - Bygdøy Ii;SN18810;26.04.2026;11,9
Oslo - Hovin;SN18210;26.04.2026;11,3
Tryvannshøgda;SN18950;26.04.2026;8,1
Trondheim - Voll;SN68860;26.04.2026;4,6
Trondheim - Voll Plu;SN68863;26.04.2026;4,6
Stavanger - Våland;SN44640;26.04.2026;10
Bergen - Florida;SN50540;26.04.2026;9,7
Bergen - Florida Uib;SN50539;26.04.2026;9,7
Bjørnholt;SN18500;27.04.2026;11,3
Oslo - Blindern;SN18700;27.04.2026;12,9
Oslo - Bygdøy Ii;SN18810;27.04.2026;12,9
Oslo - Hovin;SN18210;27.04.2026;13
Tryvannshøgda;SN18950;27.04.2026;10
Trondheim - Voll;SN68860;27.04.2026;7,1
Trondheim - Voll Plu;SN68863;27.04.2026;7,1
Stavanger - Våland;SN44640;27.04.2026;10,6
Bergen - Florida;SN50540;27.04.2026;12,9
Bergen - Florida Uib;SN50539;27.04.2026;13
Bjørnholt;SN18500;28.04.2026;14
Oslo - Bygdøy Ii;SN18810;28.04.2026;15,1
Oslo - Hovin;SN18210;28.04.2026;13,9
Tryvannshøgda;SN18950;28.04.2026;11,3
Trondheim - Voll;SN68860;28.04.2026;10,7
Trondheim - Voll Plu;SN68863;28.04.2026;10,3
Stavanger - Våland;SN44640;28.04.2026;12,8
Bergen - Florida;SN50540;28.04.2026;13,7
Bergen - Florida Uib;SN50539;28.04.2026;13,8
Bjørnholt;SN18500;29.04.2026;17
Oslo - Blindern;SN18700;29.04.2026;17,5
Oslo - Bygdøy Ii;SN18810;29.04.2026;17,8
Oslo - Hovin;SN18210;29.04.2026;16,8
Tryvannshøgda;SN18950;29.04.2026;14,4
Trondheim - Voll;SN68860;29.04.2026;11,6
Trondheim - Voll Plu;SN68863;29.04.2026;11,8
Stavanger - Våland;SN44640;29.04.2026;14,7
Bergen - Florida;SN50540;29.04.2026;13,9
Bergen - Florida Uib;SN50539;29.04.2026;13,9
Bjørnholt;SN18500;30.04.2026;23,1
Oslo - Blindern;SN18700;30.04.2026;22,9
Oslo - Bygdøy Ii;SN18810;30.04.2026;23,2
Oslo - Hovin;SN18210;30.04.2026;22,8
Tryvannshøgda;SN18950;30.04.2026;20,2
Trondheim - Voll;SN68860;30.04.2026;15,5
Trondheim - Voll Plu;SN68863;30.04.2026;15,5
Stavanger - Våland;SN44640;30.04.2026;10,2
Bergen - Florida;SN50540;30.04.2026;13,8
Bergen - Florida Uib;SN50539;30.04.2026;14
Bjørnholt;SN18500;01.05.2026;20,9
Oslo - Blindern;SN18700;01.05.2026;21,4
Oslo - Bygdøy Ii;SN18810;01.05.2026;21,1
Oslo - Hovin;SN18210;01.05.2026;21,3
Tryvannshøgda;SN18950;01.05.2026;17,8
Trondheim - Voll;SN68860;01.05.2026;17,7
Trondheim - Voll Plu;SN68863;01.05.2026;17,6
Stavanger - Våland;SN44640;01.05.2026;19,8
Bergen - Florida;SN50540;01.05.2026;18
Bergen - Florida Uib;SN50539;01.05.2026;17,9
Bjørnholt;SN18500;02.05.2026;17
Oslo - Blindern;SN18700;02.05.2026;18,9
Oslo - Bygdøy Ii;SN18810;02.05.2026;18,5
Oslo - Hovin;SN18210;02.05.2026;19
Tryvannshøgda;SN18950;02.05.2026;15,7
Trondheim - Voll;SN68860;02.05.2026;11,7
Trondheim - Voll Plu;SN68863;02.05.2026;11,5
Stavanger - Våland;SN44640;02.05.2026;14,2
Bergen - Florida;SN50540;02.05.2026;14,7
Bergen - Florida Uib;SN50539;02.05.2026;14,7
Bjørnholt;SN18500;03.05.2026;13,2
Oslo - Blindern;SN18700;03.05.2026;14
Oslo - Bygdøy Ii;SN18810;03.05.2026;14,4
Oslo - Hovin;SN18210;03.05.2026;14
Tryvannshøgda;SN18950;03.05.2026;10,6
Trondheim - Voll;SN68860;03.05.2026;7,5
Trondheim - Voll Plu;SN68863;03.05.2026;7,4
Stavanger - Våland;SN44640;03.05.2026;12,3
Bergen - Florida;SN50540;03.05.2026;11,9
Bergen - Florida Uib;SN50539;03.05.2026;11,8
Bjørnholt;SN18500;04.05.2026;13,7
Oslo - Blindern;SN18700;04.05.2026;16,4
Oslo - Bygdøy Ii;SN18810;04.05.2026;16,3
Oslo - Hovin;SN18210;04.05.2026;15,3
Tryvannshøgda;SN18950;04.05.2026;12,8
Trondheim - Voll;SN68860;04.05.2026;6,7
Trondheim - Voll Plu;SN68863;04.05.2026;6,8
Stavanger - Våland;SN44640;04.05.2026;10,9
Bergen - Florida;SN50540;04.05.2026;8,5
Bergen - Florida Uib;SN50539;04.05.2026;8,2
Bjørnholt;SN18500;05.05.2026;9,3
