Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Stavanger - Våland;SN44640;23.03.2024;5,9
Lade;SN68050;23.03.2024;8,8
Åsane;SN50810;23.03.2024;5,8
Skredderdalen;SN50570;23.03.2024;4,1
Bergen - Florida;SN50540;23.03.2024;5,8
Bergen - Florida Uib;SN50539;23.03.2024;5,8
Gullfjellet;SN50865;23.03.2024;2,8
Sædalen;SN50503;23.03.2024;3,9
Flesland;SN50500;23.03.2024;5,5
Oslo - Blindern;SN18700;24.03.2024;6,8
Oslo - Bygdøy Ii;SN18810;24.03.2024;7,2
Oslo - Hovin;SN18210;24.03.2024;6,6
Oslo - Sofienberg;SN18315;24.03.2024;7,5
Stavanger - Våland;SN44640;24.03.2024;11
Lade;SN68050;24.03.2024;5,3
Åsane;SN50810;24.03.2024;10
Skredderdalen;SN50570;24.03.2024;7,8
Bergen - Florida;SN50540;24.03.2024;11,7
Bergen - Florida Uib;SN50539;24.03.2024;11,7
Gullfjellet;SN50865;24.03.2024;7,4
Sædalen;SN50503;24.03.2024;9,1
Flesland;SN50500;24.03.2024;10
E18 Hjortnes;SN18690;25.03.2024;5,2
Oslo - Blindern;SN18700;25.03.2024;3,6
Oslo - Bygdøy Ii;SN18810;25.03.2024;4,6
Oslo - Hovin;SN18210;25.03.2024;4
Oslo - Sofienberg;SN18315;25.03.2024;3,7
Stavanger - Våland;SN44640;25.03.2024;7,1
Lade;SN68050;25.03.2024;4,8
Åsane;SN50810;25.03.2024;8
Skredderdalen;SN50570;25.03.2024;5,7
Bergen - Florida;SN50540;25.03.2024;9,4
Bergen - Florida Uib;SN50539;25.03.2024;9,4
Gullfjellet;SN50865;25.03.2024;6
Sædalen;SN50503;25.03.2024;7,6
Flesland;SN50500;25.03.2024;7,3
E18 Hjortnes;SN18690;26.03.2024;3,7
Oslo - Blindern;SN18700;26.03.2024;2,8
Oslo - Bygdøy Ii;SN18810;26.03.2024;3,2
Oslo - Hovin;SN18210;26.03.2024;2,7
Oslo - Sofienberg;SN18315;26.03.2024;3,4
Stavanger - Våland;SN44640;26.03.2024;5,6
Lade;SN68050;26.03.2024;4,3
Åsane;SN50810;26.03.2024;4,4
Skredderdalen;SN50570;26.03.2024;3,2
Bergen - Florida;SN50540;26.03.2024;5,6
Bergen - Florida Uib;SN50539;26.03.2024;5,6
Gullfjellet;SN50865;26.03.2024;2,2
Sædalen;SN50503;26.03.2024;3,9
Flesland;SN50500;26.03.2024;4,2
E18 Hjortnes;SN18690;27.03.2024;5,3
Oslo - Blindern;SN18700;27.03.2024;4,6
Oslo - Bygdøy Ii;SN18810;27.03.2024;4,9
Oslo - Hovin;SN18210;27.03.2024;4,3
Oslo - Sofienberg;SN18315;27.03.2024;5
Stavanger - Våland;SN44640;27.03.2024;9,4
Lade;SN68050;27.03.2024;10,1
Åsane;SN50810;27.03.2024;7,8
Skredderdalen;SN50570;27.03.2024;8,1
Bergen - Florida;SN50540;27.03.2024;10,2
Bergen - Florida Uib;SN50539;27.03.2024;10,3
Gullfjellet;SN50865;27.03.2024;7,1
Sædalen;SN50503;27.03.2024;8,7
Flesland;SN50500;27.03.2024;9
E18 Hjortnes;SN18690;28.03.2024;9,7
Oslo - Blindern;SN18700;28.03.2024;8,6
Oslo - Bygdøy Ii;SN18810;28.03.2024;9,5
Oslo - Hovin;SN18210;28.03.2024;8,3
Oslo - Sofienberg;SN18315;28.03.2024;9
Stavanger - Våland;SN44640;28.03.2024;8,1
Lade;SN68050;28.03.2024;11,3
Åsane;SN50810;28.03.2024;9,1
Skredderdalen;SN50570;28.03.2024;7,3
Bergen - Florida;SN50540;28.03.2024;9,5
Bergen - Florida Uib;SN50539;28.03.2024;9,5
Gullfjellet;SN50865;28.03.2024;8,2
Sædalen;SN50503;28.03.2024;9,9
Flesland;SN50500;28.03.2024;9,1
E18 Hjortnes;SN18690;29.03.2024;8,1
Oslo - Blindern;SN18700;29.03.2024;7,2
Oslo - Bygdøy Ii;SN18810;29.03.2024;8
Oslo - Hovin;SN18210;29.03.2024;7,4
Oslo - Sofienberg;SN18315;29.03.2024;7,9
Stavanger - Våland;SN44640;29.03.2024;9,3
Lade;SN68050;29.03.2024;9
Åsane;SN50810;29.03.2024;12
Skredderdalen;SN50570;29.03.2024;10,2
Bergen - Florida;SN50540;29.03.2024;13,3
Bergen - Florida Uib;SN50539;29.03.2024;13,4
Gullfjellet;SN50865;29.03.2024;8,6
Sædalen;SN50503;29.03.2024;11,1
Flesland;SN50500;29.03.2024;12,1
E18 Hjortnes;SN18690;30.03.2024;7,7
Oslo - Blindern;SN18700;30.03.2024;7,3
Oslo - Bygdøy Ii;SN18810;30.03.2024;7,5
Oslo - Hovin;SN18210;30.03.2024;7,6
Oslo - Sofienberg;SN18315;30.03.2024;8,6
Stavanger - Våland;SN44640;30.03.2024;14,2
Lade;SN68050;30.03.2024;10,1
Åsane;SN50810;30.03.2024;11,8
Skredderdalen;SN50570;30.03.2024;11,6
Bergen - Florida;SN50540;30.03.2024;12,9
Bergen - Florida Uib;SN50539;30.03.2024;12,9
Sædalen;SN50503;30.03.2024;10,4
Flesland;SN50500;30.03.2024;11,6
Oslo - Blindern;SN18700;31.03.2024;10,1
Oslo - Bygdøy Ii;SN18810;31.03.2024;9,7
Oslo - Hovin;SN18210;31.03.2024;9,6
Oslo - Sofienberg;SN18315;31.03.2024;10,8
Stavanger - Våland;SN44640;31.03.2024;11,4
Lade;SN68050;31.03.2024;6,9
Åsane;SN50810;31.03.2024;9,3
Skredderdalen;SN50570;31.03.2024;8
Bergen - Florida;SN50540;31.03.2024;9,9
Bergen - Florida Uib;SN50539;31.03.2024;9,9
Gullfjellet;SN50865;31.03.2024;7,2
Sædalen;SN50503;31.03.2024;8,3
Flesland;SN50500;31.03.2024;7,4
E18 Hjortnes;SN18690;01.04.2024;12,4
Oslo - Blindern;SN18700;01.04.2024;11,3
Oslo - Bygdøy Ii;SN18810;01.04.2024;11,6
Oslo - Hovin;SN18210;01.04.2024;11,1
Oslo - Sofienberg;SN18315;01.04.2024;11,7
Stavanger - Våland;SN44640;01.04.2024;12,8
Lade;SN68050;01.04.2024;5,9
Åsane;SN50810;01.04.2024;13,8
Skredderdalen;SN50570;01.04.2024;12,7
Bergen - Florida;SN50540;01.04.2024;14,2
Bergen - Florida Uib;SN50539;01.04.2024;14,2
Gullfjellet;SN50865;01.04.2024;11,5
Sædalen;SN50503;01.04.2024;12,8
Flesland;SN50500;01.04.2024;12,5
E18 Hjortnes;SN18690;02.04.2024;10,8
Oslo - Blindern;SN18700;02.04.2024;9,1
Oslo - Bygdøy Ii;SN18810;02.04.2024;9,6
Oslo - Hovin;SN18210;02.04.2024;9,7
Oslo - Sofienberg;SN18315;02.04.2024;9,4
Stavanger - Våland;SN44640;02.04.2024;12,7
Lade;SN68050;02.04.2024;3,7
Åsane;SN50810;02.04.2024;12,7
Skredderdalen;SN50570;02.04.2024;12,3
Bergen - Florida;SN50540;02.04.2024;14,6
Bergen - Florida Uib;SN50539;02.04.2024;14,6
Gullfjellet;SN50865;02.04.2024;10,5
Sædalen;SN50503;02.04.2024;12,4
Flesland;SN50500;02.04.2024;12,4
E18 Hjortnes;SN18690;03.04.2024;4,8
Oslo - Blindern;SN18700;03.04.2024;3,6
Oslo - Bygdøy Ii;SN18810;03.04.2024;4
Oslo - Hovin;SN18210;03.04.2024;3,5
Oslo - Sofienberg;SN18315;03.04.2024;4
Stavanger - Våland;SN44640;03.04.2024;8,2
Lade;SN68050;03.04.2024;0,2
Åsane;SN50810;03.04.2024;9,2
Skredderdalen;SN50570;03.04.2024;6,7
Bergen - Florida;SN50540;03.04.2024;9,6
Bergen - Florida Uib;SN50539;03.04.2024;9,6
Gullfjellet;SN50865;03.04.2024;3,8
Sædalen;SN50503;03.04.2024;7,5
Flesland;SN50500;03.04.2024;9,1
E18 Hjortnes;SN18690;04.04.2024;2,4
Oslo - Blindern;SN18700;04.04.2024;1,1
Oslo - Bygdøy Ii;SN18810;04.04.2024;1,7
Oslo - Hovin;SN18210;04.04.2024;1,1
Oslo - Sofienberg;SN18315;04.04.2024;1,6
Stavanger - Våland;SN44640;04.04.2024;5,3
Lade;SN68050;04.04.2024;2
Åsane;SN50810;04.04.2024;2,7
Skredderdalen;SN50570;04.04.2024;2,8
Bergen - Florida;SN50540;04.04.2024;3,2
Bergen - Florida Uib;SN50539;04.04.2024;3,2
Gullfjellet;SN50865;04.04.2024;0,4
Sædalen;SN50503;04.04.2024;1,9
Flesland;SN50500;04.04.2024;2,9
E18 Hjortnes;SN18690;05.04.2024;2,9
Oslo - Blindern;SN18700;05.04.2024;2,5
Oslo - Bygdøy Ii;SN18810;05.04.2024;3,7
Oslo - Hovin;SN18210;05.04.2024;1,6
Oslo - Sofienberg;SN18315;05.04.2024;2,5
Stavanger - Våland;SN44640;05.04.2024;3,6
Lade;SN68050;05.04.2024;4
Åsane;SN50810;05.04.2024;5
Skredderdalen;SN50570;05.04.2024;4,8
Bergen - Florida;SN50540;05.04.2024;5,8
Bergen - Florida Uib;SN50539;05.04.2024;5,8
Gullfjellet;SN50865;05.04.2024;2,8
Sædalen;SN50503;05.04.2024;4,2
Flesland;SN50500;05.04.2024;5,1
E18 Hjortnes;SN18690;06.04.2024;4,9
Oslo - Blindern;SN18700;06.04.2024;4,3
Oslo - Bygdøy Ii;SN18810;06.04.2024;4,9
Oslo - Hovin;SN18210;06.04.2024;4,2
Oslo - Sofienberg;SN18315;06.04.2024;5,8
Stavanger - Våland;SN44640;06.04.2024;13,1
Lade;SN68050;06.04.2024;6,1
Åsane;SN50810;06.04.2024;15,4
Skredderdalen;SN50570;06.04.2024;13
Bergen - Florida;SN50540;06.04.2024;15,2
Bergen - Florida Uib;SN50539;06.04.2024;15,2
Gullfjellet;SN50865;06.04.2024;12,5
Sædalen;SN50503;06.04.2024;13,4
Flesland;SN50500;06.04.2024;13
E18 Hjortnes;SN18690;07.04.2024;11,7
Oslo - Blindern;SN18700;07.04.2024;12,6
Oslo - Bygdøy Ii;SN18810;07.04.2024;13,2
Oslo - Hovin;SN18210;07.04.2024;12,9
Oslo - Sofienberg;SN18315;07.04.2024;14,2
Stavanger - Våland;SN44640;07.04.2024;13,1
Lade;SN68050;07.04.2024;12,5
Åsane;SN50810;07.04.2024;15,3
Skredderdalen;SN50570;07.04.2024;12,8
Bergen - Florida;SN50540;07.04.2024;15
Bergen - Florida Uib;SN50539;07.04.2024;15
Gullfjellet;SN50865;07.04.2024;12,6
Sædalen;SN50503;07.04.2024;13,5
Flesland;SN50500;07.04.2024;13,3
E18 Hjortnes;SN18690;08.04.2024;12,2
Oslo - Blindern;SN18700;08.04.2024;12,9
Oslo - Bygdøy Ii;SN18810;08.04.2024;13
Oslo - Hovin;SN18210;08.04.2024;12,9
Oslo - Sofienberg;SN18315;08.04.2024;14,1
Stavanger - Våland;SN44640;08.04.2024;12,8
Lade;SN68050;08.04.2024;12,7
Åsane;SN50810;08.04.2024;10,3
Skredderdalen;SN50570;08.04.2024;9,7
Bergen - Florida;SN50540;08.04.2024;11,4
Bergen - Florida Uib;SN50539;08.04.2024;11,4
Gullfjellet;SN50865;08.04.2024;8,9
Sædalen;SN50503;08.04.2024;10,5
Flesland;SN50500;08.04.2024;10,7
E18 Hjortnes;SN18690;09.04.2024;12,4
Oslo - Blindern;SN18700;09.04.2024;11,4
Oslo - Bygdøy Ii;SN18810;09.04.2024;11,9
Oslo - Hovin;SN18210;09.04.2024;10,7
Oslo - Sofienberg;SN18315;09.04.2024;11,8
Stavanger - Våland;SN44640;09.04.2024;13,1
Åsane;SN50810;09.04.2024;13,6
Skredderdalen;SN50570;09.04.2024;13,3
Bergen - Florida;SN50540;09.04.2024;14,2
Bergen - Florida Uib;SN50539;09.04.2024;14,2
Gullfjellet;SN50865;09.04.2024;10,9
Sædalen;SN50503;09.04.2024;13,2
Flesland;SN50500;09.04.2024;14
E18 Hjortnes;SN18690;10.04.2024;12,5
Oslo - Blindern;SN18700;10.04.2024;12,4
Oslo - Bygdøy Ii;SN18810;10.04.2024;12,8
Oslo - Hovin;SN18210;10.04.2024;12
Oslo - Sofienberg;SN18315;10.04.2024;13,8
Stavanger - Våland;SN44640;10.04.2024;9,5
Lade;SN68050;10.04.2024;11,3
Åsane;SN50810;10.04.2024;9
Skredderdalen;SN50570;10.04.2024;8,7
Bergen - Florida;SN50540;10.04.2024;10
Bergen - Florida Uib;SN50539;10.04.2024;9,8
Gullfjellet;SN50865;10.04.2024;8,2
Sædalen;SN50503;10.04.2024;8,4
Flesland;SN50500;10.04.2024;8,5
E18 Hjortnes;SN18690;11.04.2024;17,6
Oslo - Blindern;SN18700;11.04.2024;18,5
Oslo - Bygdøy Ii;SN18810;11.04.2024;17,9
Oslo - Hovin;SN18210;11.04.2024;17,4
Oslo - Sofienberg;SN18315;11.04.2024;18,2
Stavanger - Våland;SN44640;11.04.2024;11,5
Lade;SN68050;11.04.2024;6,2
Åsane;SN50810;11.04.2024;9
Skredderdalen;SN50570;11.04.2024;8
Bergen - Florida;SN50540;11.04.2024;10,7
Bergen - Florida Uib;SN50539;11.04.2024;10,7
Gullfjellet;SN50865;11.04.2024;7,3
Sædalen;SN50503;11.04.2024;7,8
Flesland;SN50500;11.04.2024;10,3
E18 Hjortnes;SN18690;12.04.2024;14,5
Oslo - Blindern;SN18700;12.04.2024;14,8
Oslo - Bygdøy Ii;SN18810;12.04.2024;15,2
Oslo - Hovin;SN18210;12.04.2024;14,9
Oslo - Sofienberg;SN18315;12.04.2024;15,3
Stavanger - Våland;SN44640;12.04.2024;13,8
Lade;SN68050;12.04.2024;14,4
Åsane;SN50810;12.04.2024;10,9
Skredderdalen;SN50570;12.04.2024;9,7
Bergen - Florida;SN50540;12.04.2024;10,7
Bergen - Florida Uib;SN50539;12.04.2024;10,6
Gullfjellet;SN50865;12.04.2024;8
Sædalen;SN50503;12.04.2024;8,8
Flesland;SN50500;12.04.2024;9,4
E18 Hjortnes;SN18690;13.04.2024;16,6
Oslo - Blindern;SN18700;13.04.2024;17
Oslo - Bygdøy Ii;SN18810;13.04.2024;16,9
Oslo - Hovin;SN18210;13.04.2024;16,2
Oslo - Sofienberg;SN18315;13.04.2024;17,3
Stavanger - Våland;SN44640;13.04.2024;11,3
Lade;SN68050;13.04.2024;14,1
Åsane;SN50810;13.04.2024;11,2
Skredderdalen;SN50570;13.04.2024;9,4
Bergen - Florida;SN50540;13.04.2024;10,8
Bergen - Florida Uib;SN50539;13.04.2024;10,7
Gullfjellet;SN50865;13.04.2024;8
Sædalen;SN50503;13.04.2024;8,6
Flesland;SN50500;13.04.2024;10,1
E18 Hjortnes;SN18690;14.04.2024;13,1
Oslo - Blindern;SN18700;14.04.2024;12,7
Oslo - Bygdøy Ii;SN18810;14.04.2024;12,7
Oslo - Hovin;SN18210;14.04.2024;12,7
Oslo - Sofienberg;SN18315;14.04.2024;13,5
Stavanger - Våland;SN44640;14.04.2024;9,3
Lade;SN68050;14.04.2024;8,2
Åsane;SN50810;14.04.2024;9,2
Bergen - Florida;SN50540;14.04.2024;9,8
Bergen - Florida Uib;SN50539;14.04.2024;9,9
Gullfjellet;SN50865;14.04.2024;6,9
Sædalen;SN50503;14.04.2024;7,5
Flesland;SN50500;14.04.2024;8,6
E18 Hjortnes;SN18690;15.04.2024;11,7
Oslo - Blindern;SN18700;15.04.2024;11,8
Oslo - Bygdøy Ii;SN18810;15.04.2024;11,9
Oslo - Hovin;SN18210;15.04.2024;10,9
Oslo - Sofienberg;SN18315;15.04.2024;13
Stavanger - Våland;SN44640;15.04.2024;10,5
Lade;SN68050;15.04.2024;7,1
Åsane;SN50810;15.04.2024;10,2
Bergen - Florida;SN50540;15.04.2024;11,7
Bergen - Florida Uib;SN50539;15.04.2024;11,7
Gullfjellet;SN50865;15.04.2024;7,4
Sædalen;SN50503;15.04.2024;9,1
Flesland;SN50500;15.04.2024;10,9
E18 Hjortnes;SN18690;16.04.2024;12,4
Oslo - Blindern;SN18700;16.04.2024;11,2
Oslo - Bygdøy Ii;SN18810;16.04.2024;12,2
Oslo - Hovin;SN18210;16.04.2024;11,2
Oslo - Sofienberg;SN18315;16.04.2024;11,8
Stavanger - Våland;SN44640;16.04.2024;12,2
Lade;SN68050;16.04.2024;7,9
Åsane;SN50810;16.04.2024;9,2
Bergen - Florida;SN50540;16.04.2024;10,8
Bergen - Florida Uib;SN50539;16.04.2024;10,9
Gullfjellet;SN50865;16.04.2024;7,9
Sædalen;SN50503;16.04.2024;8,2
Flesland;SN50500;16.04.2024;9,5
E18 Hjortnes;SN18690;17.04.2024;10,5
Oslo - Blindern;SN18700;17.04.2024;9
Oslo - Bygdøy Ii;SN18810;17.04.2024;9,5
Oslo - Hovin;SN18210;17.04.2024;9,4
Oslo - Sofienberg;SN18315;17.04.2024;9,5
Stavanger - Våland;SN44640;17.04.2024;11,3
Lade;SN68050;17.04.2024;7,6
Åsane;SN50810;17.04.2024;10,8
Skredderdalen;SN50570;17.04.2024;9,9
Bergen - Florida;SN50540;17.04.2024;12,3
Bergen - Florida Uib;SN50539;17.04.2024;12,4
Gullfjellet;SN50865;17.04.2024;8,1
Sædalen;SN50503;17.04.2024;10,4
Flesland;SN50500;17.04.2024;9,9
E18 Hjortnes;SN18690;18.04.2024;8,8
Oslo - Blindern;SN18700;18.04.2024;8,9
Oslo - Bygdøy Ii;SN18810;18.04.2024;9,2
Oslo - Hovin;SN18210;18.04.2024;7,8
Oslo - Sofienberg;SN18315;18.04.2024;9,7
Stavanger - Våland;SN44640;18.04.2024;8,4
Lade;SN68050;18.04.2024;10,2
Åsane;SN50810;18.04.2024;8,8
Skredderdalen;SN50570;18.04.2024;7,8
Bergen - Florida;SN50540;18.04.2024;9,8
Bergen - Florida Uib;SN50539;18.04.2024;9,7
Gullfjellet;SN50865;18.04.2024;5,7
Sædalen;SN50503;18.04.2024;7,9
Flesland;SN50500;18.04.2024;8,9
E18 Hjortnes;SN18690;19.04.2024;7,6
Oslo - Blindern;SN18700;19.04.2024;6,3
Oslo - Bygdøy Ii;SN18810;19.04.2024;7
Oslo - Hovin;SN18210;19.04.2024;6,6
Oslo - Sofienberg;SN18315;19.04.2024;7,7
Stavanger - Våland;SN44640;19.04.2024;8,6
Lade;SN68050;19.04.2024;9
Åsane;SN50810;19.04.2024;5
Skredderdalen;SN50570;19.04.2024;4,2
Bergen - Florida;SN50540;19.04.2024;6,2
Bergen - Florida Uib;SN50539;19.04.2024;6,2
Gullfjellet;SN50865;19.04.2024;2,7
Sædalen;SN50503;19.04.2024;3,9
Flesland;SN50500;19.04.2024;5,1
E18 Hjortnes;SN18690;20.04.2024;11,5
Oslo - Blindern;SN18700;20.04.2024;10,2
Oslo - Bygdøy Ii;SN18810;20.04.2024;10,6
Oslo - Hovin;SN18210;20.04.2024;10,1
Oslo - Sofienberg;SN18315;20.04.2024;10,3
Stavanger - Våland;SN44640;20.04.2024;10,5
Lade;SN68050;20.04.2024;8,5
Åsane;SN50810;20.04.2024;8
Skredderdalen;SN50570;20.04.2024;6,9
Bergen - Florida;SN50540;20.04.2024;9,2
Bergen - Florida Uib;SN50539;20.04.2024;9,2
Gullfjellet;SN50865;20.04.2024;5,7
Sædalen;SN50503;20.04.2024;7,6
Flesland;SN50500;20.04.2024;7,8
E18 Hjortnes;SN18690;21.04.2024;11,3
Oslo - Blindern;SN18700;21.04.2024;10,1
Oslo - Bygdøy Ii;SN18810;21.04.2024;10,3
Oslo - Hovin;SN18210;21.04.2024;10,2
Oslo - Sofienberg;SN18315;21.04.2024;10,8
Stavanger - Våland;SN44640;21.04.2024;10,6
Lade;SN68050;21.04.2024;9,2
Åsane;SN50810;21.04.2024;9,5
Skredderdalen;SN50570;21.04.2024;9,1
Bergen - Florida;SN50540;21.04.2024;12
Bergen - Florida Uib;SN50539;21.04.2024;12
Gullfjellet;SN50865;21.04.2024;9
Sædalen;SN50503;21.04.2024;10,5
Flesland;SN50500;21.04.2024;9,8
E18 Hjortnes;SN18690;22.04.2024;9,7
Oslo - Blindern;SN18700;22.04.2024;9,7
Oslo - Bygdøy Ii;SN18810;22.04.2024;10,1
Oslo - Hovin;SN18210;22.04.2024;9,5
Oslo - Sofienberg;SN18315;22.04.2024;11,4
Stavanger - Våland;SN44640;22.04.2024;9,7
Lade;SN68050;22.04.2024;8,3
Åsane;SN50810;22.04.2024;7,7
Skredderdalen;SN50570;22.04.2024;7,3
Bergen - Florida;SN50540;22.04.2024;9,5
Bergen - Florida Uib;SN50539;22.04.2024;9,4
Gullfjellet;SN50865;22.04.2024;6,7
Sædalen;SN50503;22.04.2024;8
Flesland;SN50500;22.04.2024;7,9
E18 Hjortnes;SN18690;23.04.2024;11,1
Oslo - Blindern;SN18700;23.04.2024;10,7
Oslo - Bygdøy Ii;SN18810;23.04.2024;10,4
Oslo - Hovin;SN18210;23.04.2024;11,4
Oslo - Sofienberg;SN18315;23.04.2024;11,6
Stavanger - Våland;SN44640;23.04.2024;11,6
Lade;SN68050;23.04.2024;6,2
Åsane;SN50810;23.04.2024;9,3
Skredderdalen;SN50570;23.04.2024;7,9
Bergen - Florida;SN50540;23.04.2024;10,4
Bergen - Florida Uib;SN50539;23.04.2024;10,4
Gullfjellet;SN50865;23.04.2024;6,9
Sædalen;SN50503;23.04.2024;8,6
Flesland;SN50500;23.04.2024;9,1
E18 Hjortnes;SN18690;24.04.2024;9
Oslo - Blindern;SN18700;24.04.2024;8
Oslo - Bygdøy Ii;SN18810;24.04.2024;8,6
Oslo - Hovin;SN18210;24.04.2024;7,3
Oslo - Sofienberg;SN18315;24.04.2024;8,2
Stavanger - Våland;SN44640;24.04.2024;9,9
Lade;SN68050;24.04.2024;6,3
Åsane;SN50810;24.04.2024;8,1
Skredderdalen;SN50570;24.04.2024;7,5
Bergen - Florida;SN50540;24.04.2024;10,7
Bergen - Florida Uib;SN50539;24.04.2024;10,7
Gullfjellet;SN50865;24.04.2024;6,2
Sædalen;SN50503;24.04.2024;9,2
Flesland;SN50500;24.04.2024;7,7
E18 Hjortnes;SN18690;25.04.2024;8,8
Oslo - Blindern;SN18700;25.04.2024;9,5
Oslo - Bygdøy Ii;SN18810;25.04.2024;9
Oslo - Hovin;SN18210;25.04.2024;8,8
Oslo - Sofienberg;SN18315;25.04.2024;10,8
Stavanger - Våland;SN44640;25.04.2024;9,2
Lade;SN68050;25.04.2024;10,5
Åsane;SN50810;25.04.2024;8,7
Skredderdalen;SN50570;25.04.2024;7,9
Bergen - Florida;SN50540;25.04.2024;10,8
Bergen - Florida Uib;SN50539;25.04.2024;10,9
Gullfjellet;SN50865;25.04.2024;6,8
Sædalen;SN50503;25.04.2024;8,7
Flesland;SN50500;25.04.2024;9,2
E18 Hjortnes;SN18690;26.04.2024;11
Oslo - Blindern;SN18700;26.04.2024;10,8
Oslo - Bygdøy Ii;SN18810;26.04.2024;10,3
Oslo - Hovin;SN18210;26.04.2024;10,4
Oslo - Sofienberg;SN18315;26.04.2024;10,3
Stavanger - Våland;SN44640;26.04.2024;11,5
Lade;SN68050;26.04.2024;11,5
Åsane;SN50810;26.04.2024;11,1
Skredderdalen;SN50570;26.04.2024;10,4
Bergen - Florida;SN50540;26.04.2024;12,7
Bergen - Florida Uib;SN50539;26.04.2024;12,8
Gullfjellet;SN50865;26.04.2024;8,4
Sædalen;SN50503;26.04.2024;11,6
Flesland;SN50500;26.04.2024;11,7
E18 Hjortnes;SN18690;27.04.2024;12,4
Oslo - Blindern;SN18700;27.04.2024;12,6
Oslo - Bygdøy Ii;SN18810;27.04.2024;12,9
Oslo - Hovin;SN18210;27.04.2024;11,5
Oslo - Sofienberg;SN18315;27.04.2024;13,4
Stavanger - Våland;SN44640;27.04.2024;11,5
Lade;SN68050;27.04.2024;9,5
Åsane;SN50810;27.04.2024;11,3
Skredderdalen;SN50570;27.04.2024;11
Bergen - Florida;SN50540;27.04.2024;13,5
Bergen - Florida Uib;SN50539;27.04.2024;13,7
Gullfjellet;SN50865;27.04.2024;10,1
Sædalen;SN50503;27.04.2024;11,9
Flesland;SN50500;27.04.2024;11,9
E18 Hjortnes;SN18690;28.04.2024;10,9
Oslo - Blindern;SN18700;28.04.2024;10
Oslo - Bygdøy Ii;SN18810;28.04.2024;10,9
Oslo - Hovin;SN18210;28.04.2024;9,2
Oslo - Sofienberg;SN18315;28.04.2024;9,9
Stavanger - Våland;SN44640;28.04.2024;13,2
Lade;SN68050;28.04.2024;14,5
Åsane;SN50810;28.04.2024;13
Skredderdalen;SN50570;28.04.2024;12,6
Bergen - Florida;SN50540;28.04.2024;14,1
Bergen - Florida Uib;SN50539;28.04.2024;14,1
Gullfjellet;SN50865;28.04.2024;9,9
Sædalen;SN50503;28.04.2024;12,6
Flesland;SN50500;28.04.2024;13,4
E18 Hjortnes;SN18690;29.04.2024;12,8
Oslo - Blindern;SN18700;29.04.2024;13,1
Oslo - Bygdøy Ii;SN18810;29.04.2024;13,4
Oslo - Hovin;SN18210;29.04.2024;12,6
Oslo - Sofienberg;SN18315;29.04.2024;13,6
Stavanger - Våland;SN44640;29.04.2024;12,9
Lade;SN68050;29.04.2024;16,2
Åsane;SN50810;29.04.2024;11,9
Skredderdalen;SN50570;29.04.2024;12,6
Bergen - Florida;SN50540;29.04.2024;14,2
Bergen - Florida Uib;SN50539;29.04.2024;14,1
Gullfjellet;SN50865;29.04.2024;10,6
Sædalen;SN50503;29.04.2024;12,3
Flesland;SN50500;29.04.2024;13,4
E18 Hjortnes;SN18690;30.04.2024;17,5
Oslo - Blindern;SN18700;30.04.2024;19
Oslo - Bygdøy Ii;SN18810;30.04.2024;17,5
Oslo - Hovin;SN18210;30.04.2024;17,3
Oslo - Sofienberg;SN18315;30.04.2024;18,6
Stavanger - Våland;SN44640;30.04.2024;19,4
Lade;SN68050;30.04.2024;17,3
Åsane;SN50810;30.04.2024;18,3
Skredderdalen;SN50570;30.04.2024;18,5
Bergen - Florida;SN50540;30.04.2024;19,2
Bergen - Florida Uib;SN50539;30.04.2024;18,9
Gullfjellet;SN50865;30.04.2024;16,3
Sædalen;SN50503;30.04.2024;15,6
Flesland;SN50500;30.04.2024;18,8
E18 Hjortnes;SN18690;01.05.2024;22,5
Oslo - Blindern;SN18700;01.05.2024;21,2
Oslo - Bygdøy Ii;SN18810;01.05.2024;21,5
Oslo - Hovin;SN18210;01.05.2024;21
Oslo - Sofienberg;SN18315;01.05.2024;22,1
Stavanger - Våland;SN44640;01.05.2024;21,9
Lade;SN68050;01.05.2024;20,8
Åsane;SN50810;01.05.2024;20,8
Skredderdalen;SN50570;01.05.2024;21
Bergen - Florida;SN50540;01.05.2024;23,6
Gullfjellet;SN50865;01.05.2024;19,6
Sædalen;SN50503;01.05.2024;21
Flesland;SN50500;01.05.2024;21,2
E18 Hjortnes;SN18690;02.05.2024;23,7
Oslo - Blindern;SN18700;02.05.2024;21,8
Oslo - Bygdøy Ii;SN18810;02.05.2024;22,2
Oslo - Hovin;SN18210;02.05.2024;22
Oslo - Sofienberg;SN18315;02.05.2024;23
Stavanger - Våland;SN44640;02.05.2024;20,8
Lade;SN68050;02.05.2024;20,3
Åsane;SN50810;02.05.2024;24,8
Skredderdalen;SN50570;02.05.2024;23
Bergen - Florida;SN50540;02.05.2024;24,9
Gullfjellet;SN50865;02.05.2024;20,3
Sædalen;SN50503;02.05.2024;24,2
Flesland;SN50500;02.05.2024;23
E18 Hjortnes;SN18690;03.05.2024;22,9
Oslo - Blindern;SN18700;03.05.2024;22,3
Oslo - Bygdøy Ii;SN18810;03.05.2024;22,7
Oslo - Hovin;SN18210;03.05.2024;22,1
Oslo - Sofienberg;SN18315;03.05.2024;23,6
Stavanger - Våland;SN44640;03.05.2024;22,6
