Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Stavanger - Våland;SN44640;21.10.2024;13
Lade;SN68050;21.10.2024;16,9
Åsane;SN50810;21.10.2024;13,2
Skredderdalen;SN50570;21.10.2024;11,3
Bergen - Florida;SN50540;21.10.2024;13,5
Bergen - Florida Uib;SN50539;21.10.2024;13,5
Gullfjellet;SN50865;21.10.2024;10,8
Sædalen;SN50503;21.10.2024;11,4
Flesland;SN50500;21.10.2024;12,9
E18 Hjortnes;SN18690;22.10.2024;13,8
Oslo - Blindern;SN18700;22.10.2024;13,3
Oslo - Bygdøy Ii;SN18810;22.10.2024;13,9
Oslo - Hovin;SN18210;22.10.2024;13,3
Stavanger - Våland;SN44640;22.10.2024;12,6
Lade;SN68050;22.10.2024;12,9
Åsane;SN50810;22.10.2024;11,3
Skredderdalen;SN50570;22.10.2024;10,1
Bergen - Florida;SN50540;22.10.2024;11,9
Bergen - Florida Uib;SN50539;22.10.2024;12
Gullfjellet;SN50865;22.10.2024;8,9
Sædalen;SN50503;22.10.2024;9,7
Flesland;SN50500;22.10.2024;11,7
E18 Hjortnes;SN18690;23.10.2024;12,5
Oslo - Blindern;SN18700;23.10.2024;11,2
Oslo - Bygdøy Ii;SN18810;23.10.2024;12,2
Oslo - Hovin;SN18210;23.10.2024;11,7
Stavanger - Våland;SN44640;23.10.2024;11,9
Lade;SN68050;23.10.2024;10,5
Åsane;SN50810;23.10.2024;11,5
Skredderdalen;SN50570;23.10.2024;10,1
Bergen - Florida;SN50540;23.10.2024;11,7
Bergen - Florida Uib;SN50539;23.10.2024;11,8
Gullfjellet;SN50865;23.10.2024;9,6
Sædalen;SN50503;23.10.2024;9,7
Flesland;SN50500;23.10.2024;11,6
E18 Hjortnes;SN18690;24.10.2024;14,7
Oslo - Blindern;SN18700;24.10.2024;14,2
Oslo - Bygdøy Ii;SN18810;24.10.2024;14,6
Oslo - Hovin;SN18210;24.10.2024;14,3
Stavanger - Våland;SN44640;24.10.2024;13,4
Lade;SN68050;24.10.2024;13,4
Åsane;SN50810;24.10.2024;13,2
Skredderdalen;SN50570;24.10.2024;12,1
Bergen - Florida;SN50540;24.10.2024;13,9
Bergen - Florida Uib;SN50539;24.10.2024;13,9
Gullfjellet;SN50865;24.10.2024;11,1
Sædalen;SN50503;24.10.2024;11,5
Flesland;SN50500;24.10.2024;13,2
E18 Hjortnes;SN18690;25.10.2024;12,2
Oslo - Blindern;SN18700;25.10.2024;10,9
Oslo - Bygdøy Ii;SN18810;25.10.2024;11,5
Oslo - Hovin;SN18210;25.10.2024;11,5
Stavanger - Våland;SN44640;25.10.2024;13,3
Lade;SN68050;25.10.2024;9,1
Åsane;SN50810;25.10.2024;12,7
Skredderdalen;SN50570;25.10.2024;11,1
Bergen - Florida;SN50540;25.10.2024;13
Bergen - Florida Uib;SN50539;25.10.2024;13
Gullfjellet;SN50865;25.10.2024;10,5
Sædalen;SN50503;25.10.2024;11
Flesland;SN50500;25.10.2024;12,2
E18 Hjortnes;SN18690;26.10.2024;9,6
Oslo - Blindern;SN18700;26.10.2024;8,7
Oslo - Bygdøy Ii;SN18810;26.10.2024;9
Oslo - Hovin;SN18210;26.10.2024;9,5
Stavanger - Våland;SN44640;26.10.2024;13,7
Lade;SN68050;26.10.2024;9,3
Åsane;SN50810;26.10.2024;13,4
Skredderdalen;SN50570;26.10.2024;12
Bergen - Florida;SN50540;26.10.2024;13,6
Bergen - Florida Uib;SN50539;26.10.2024;13,6
Gullfjellet;SN50865;26.10.2024;11,1
Sædalen;SN50503;26.10.2024;12
Flesland;SN50500;26.10.2024;12,9
Oslo - Blindern;SN18700;27.10.2024;11,8
Oslo - Bygdøy Ii;SN18810;27.10.2024;12,7
Oslo - Hovin;SN18210;27.10.2024;12,3
Stavanger - Våland;SN44640;27.10.2024;12,1
Lade;SN68050;27.10.2024;12,9
Åsane;SN50810;27.10.2024;12,7
Skredderdalen;SN50570;27.10.2024;10,7
Bergen - Florida;SN50540;27.10.2024;12,7
Bergen - Florida Uib;SN50539;27.10.2024;12,7
Gullfjellet;SN50865;27.10.2024;10,6
Sædalen;SN50503;27.10.2024;10,9
Flesland;SN50500;27.10.2024;11,9
E18 Hjortnes;SN18690;28.10.2024;11,9
Oslo - Blindern;SN18700;28.10.2024;11,7
Oslo - Bygdøy Ii;SN18810;28.10.2024;12,7
Oslo - Hovin;SN18210;28.10.2024;11,7
Stavanger - Våland;SN44640;28.10.2024;11,2
Lade;SN68050;28.10.2024;6,3
Åsane;SN50810;28.10.2024;9,4
Skredderdalen;SN50570;28.10.2024;8,5
Bergen - Florida;SN50540;28.10.2024;11,1
Bergen - Florida Uib;SN50539;28.10.2024;11,3
Gullfjellet;SN50865;28.10.2024;8
Sædalen;SN50503;28.10.2024;9,2
Flesland;SN50500;28.10.2024;10,3
E18 Hjortnes;SN18690;29.10.2024;7,6
Oslo - Blindern;SN18700;29.10.2024;6,5
Oslo - Bygdøy Ii;SN18810;29.10.2024;6,9
Oslo - Hovin;SN18210;29.10.2024;6,8
Stavanger - Våland;SN44640;29.10.2024;10,4
Lade;SN68050;29.10.2024;6,8
Åsane;SN50810;29.10.2024;9,9
Skredderdalen;SN50570;29.10.2024;8,8
Bergen - Florida;SN50540;29.10.2024;10,3
Bergen - Florida Uib;SN50539;29.10.2024;10,3
Gullfjellet;SN50865;29.10.2024;8,7
Sædalen;SN50503;29.10.2024;8,9
Flesland;SN50500;29.10.2024;10,3
E18 Hjortnes;SN18690;30.10.2024;13,6
Oslo - Blindern;SN18700;30.10.2024;13
Oslo - Bygdøy Ii;SN18810;30.10.2024;13,2
Oslo - Hovin;SN18210;30.10.2024;13
Stavanger - Våland;SN44640;30.10.2024;11
Lade;SN68050;30.10.2024;9,4
Åsane;SN50810;30.10.2024;9,8
Skredderdalen;SN50570;30.10.2024;8,5
Bergen - Florida;SN50540;30.10.2024;10,6
Bergen - Florida Uib;SN50539;30.10.2024;10,6
Gullfjellet;SN50865;30.10.2024;8,1
Sædalen;SN50503;30.10.2024;8,7
Flesland;SN50500;30.10.2024;10,2
E18 Hjortnes;SN18690;31.10.2024;13,8
Oslo - Blindern;SN18700;31.10.2024;13,1
Oslo - Bygdøy Ii;SN18810;31.10.2024;13,2
Oslo - Hovin;SN18210;31.10.2024;13,5
Stavanger - Våland;SN44640;31.10.2024;12,3
Lade;SN68050;31.10.2024;6,1
Åsane;SN50810;31.10.2024;11,2
Skredderdalen;SN50570;31.10.2024;10,2
Bergen - Florida;SN50540;31.10.2024;12
Bergen - Florida Uib;SN50539;31.10.2024;12
Gullfjellet;SN50865;31.10.2024;10,1
Sædalen;SN50503;31.10.2024;10,5
Flesland;SN50500;31.10.2024;11,6
E18 Hjortnes;SN18690;01.11.2024;16,2
Oslo - Blindern;SN18700;01.11.2024;14,6
Oslo - Bygdøy Ii;SN18810;01.11.2024;16
Oslo - Hovin;SN18210;01.11.2024;15,1
Stavanger - Våland;SN44640;01.11.2024;12,8
Lade;SN68050;01.11.2024;5
Åsane;SN50810;01.11.2024;11,2
Skredderdalen;SN50570;01.11.2024;10,2
Bergen - Florida;SN50540;01.11.2024;12,1
Bergen - Florida Uib;SN50539;01.11.2024;12,1
Gullfjellet;SN50865;01.11.2024;10,1
Sædalen;SN50503;01.11.2024;10,5
Flesland;SN50500;01.11.2024;11,9
E18 Hjortnes;SN18690;02.11.2024;6,4
Oslo - Blindern;SN18700;02.11.2024;6,1
Oslo - Bygdøy Ii;SN18810;02.11.2024;6,8
Oslo - Hovin;SN18210;02.11.2024;5,8
Stavanger - Våland;SN44640;02.11.2024;5,9
Lade;SN68050;02.11.2024;4,3
Åsane;SN50810;02.11.2024;6,1
Skredderdalen;SN50570;02.11.2024;4
Bergen - Florida;SN50540;02.11.2024;5,1
Bergen - Florida Uib;SN50539;02.11.2024;5,1
Gullfjellet;SN50865;02.11.2024;2,4
Sædalen;SN50503;02.11.2024;3,2
Flesland;SN50500;02.11.2024;4,4
E18 Hjortnes;SN18690;03.11.2024;15,2
Oslo - Blindern;SN18700;03.11.2024;14,9
Oslo - Bygdøy Ii;SN18810;03.11.2024;14,6
Oslo - Hovin;SN18210;03.11.2024;15,6
Stavanger - Våland;SN44640;03.11.2024;11,1
Lade;SN68050;03.11.2024;11,3
Åsane;SN50810;03.11.2024;10,5
Skredderdalen;SN50570;03.11.2024;9,6
Bergen - Florida;SN50540;03.11.2024;11
Bergen - Florida Uib;SN50539;03.11.2024;11,1
Gullfjellet;SN50865;03.11.2024;9,4
Sædalen;SN50503;03.11.2024;9,8
Flesland;SN50500;03.11.2024;10,8
E18 Hjortnes;SN18690;04.11.2024;10,6
Oslo - Blindern;SN18700;04.11.2024;11,3
Oslo - Bygdøy Ii;SN18810;04.11.2024;10,3
Oslo - Hovin;SN18210;04.11.2024;10,4
Stavanger - Våland;SN44640;04.11.2024;10,5
Lade;SN68050;04.11.2024;10,5
Åsane;SN50810;04.11.2024;10,4
Skredderdalen;SN50570;04.11.2024;9,6
Bergen - Florida;SN50540;04.11.2024;11
Bergen - Florida Uib;SN50539;04.11.2024;11,1
Gullfjellet;SN50865;04.11.2024;9
Sædalen;SN50503;04.11.2024;9,7
Flesland;SN50500;04.11.2024;10,3
E18 Hjortnes;SN18690;05.11.2024;6,9
Oslo - Blindern;SN18700;05.11.2024;7,4
Oslo - Bygdøy Ii;SN18810;05.11.2024;6,4
Oslo - Hovin;SN18210;05.11.2024;8,3
Stavanger - Våland;SN44640;05.11.2024;8,7
Lade;SN68050;05.11.2024;10,4
Åsane;SN50810;05.11.2024;9,8
Skredderdalen;SN50570;05.11.2024;8,8
Bergen - Florida;SN50540;05.11.2024;10,4
Bergen - Florida Uib;SN50539;05.11.2024;10,3
Gullfjellet;SN50865;05.11.2024;7,7
Sædalen;SN50503;05.11.2024;8,8
Flesland;SN50500;05.11.2024;9,9
E18 Hjortnes;SN18690;06.11.2024;4,9
Oslo - Blindern;SN18700;06.11.2024;4,3
Oslo - Bygdøy Ii;SN18810;06.11.2024;4,5
Oslo - Hovin;SN18210;06.11.2024;4,3
Stavanger - Våland;SN44640;06.11.2024;10,2
Lade;SN68050;06.11.2024;8,9
Åsane;SN50810;06.11.2024;9,8
Skredderdalen;SN50570;06.11.2024;8,5
Bergen - Florida;SN50540;06.11.2024;10,1
Bergen - Florida Uib;SN50539;06.11.2024;10
Gullfjellet;SN50865;06.11.2024;7,6
Sædalen;SN50503;06.11.2024;8,6
Flesland;SN50500;06.11.2024;9,2
E18 Hjortnes;SN18690;07.11.2024;7
Oslo - Blindern;SN18700;07.11.2024;6,6
Oslo - Bygdøy Ii;SN18810;07.11.2024;5,6
Oslo - Hovin;SN18210;07.11.2024;4,7
Stavanger - Våland;SN44640;07.11.2024;11,1
Lade;SN68050;07.11.2024;10,4
Åsane;SN50810;07.11.2024;11,7
Skredderdalen;SN50570;07.11.2024;10,1
Bergen - Florida;SN50540;07.11.2024;12,4
Bergen - Florida Uib;SN50539;07.11.2024;12,6
Gullfjellet;SN50865;07.11.2024;10,4
Sædalen;SN50503;07.11.2024;11,3
Flesland;SN50500;07.11.2024;10,7
E18 Hjortnes;SN18690;08.11.2024;7,4
Oslo - Blindern;SN18700;08.11.2024;6,6
Oslo - Bygdøy Ii;SN18810;08.11.2024;6,6
Oslo - Hovin;SN18210;08.11.2024;6,9
Stavanger - Våland;SN44640;08.11.2024;9,9
Lade;SN68050;08.11.2024;7,1
Åsane;SN50810;08.11.2024;11,7
Skredderdalen;SN50570;08.11.2024;10,1
Bergen - Florida;SN50540;08.11.2024;11,7
Bergen - Florida Uib;SN50539;08.11.2024;11,8
Gullfjellet;SN50865;08.11.2024;10
Sædalen;SN50503;08.11.2024;10,3
Flesland;SN50500;08.11.2024;10,7
E18 Hjortnes;SN18690;09.11.2024;7,3
Oslo - Blindern;SN18700;09.11.2024;6,7
Oslo - Bygdøy Ii;SN18810;09.11.2024;6,7
Oslo - Hovin;SN18210;09.11.2024;6,8
Stavanger - Våland;SN44640;09.11.2024;9,8
Lade;SN68050;09.11.2024;9,1
Åsane;SN50810;09.11.2024;9,7
Skredderdalen;SN50570;09.11.2024;8,7
Bergen - Florida;SN50540;09.11.2024;10,9
Bergen - Florida Uib;SN50539;09.11.2024;10,9
Gullfjellet;SN50865;09.11.2024;7,6
Sædalen;SN50503;09.11.2024;8,9
Flesland;SN50500;09.11.2024;10,7
E18 Hjortnes;SN18690;10.11.2024;5,7
Oslo - Blindern;SN18700;10.11.2024;4,9
Oslo - Bygdøy Ii;SN18810;10.11.2024;5,3
Oslo - Hovin;SN18210;10.11.2024;4,1
Stavanger - Våland;SN44640;10.11.2024;8,7
Lade;SN68050;10.11.2024;4,7
Åsane;SN50810;10.11.2024;8,9
Skredderdalen;SN50570;10.11.2024;7,4
Bergen - Florida;SN50540;10.11.2024;9,3
Bergen - Florida Uib;SN50539;10.11.2024;9,3
Gullfjellet;SN50865;10.11.2024;6,1
Sædalen;SN50503;10.11.2024;7,3
Flesland;SN50500;10.11.2024;8,1
E18 Hjortnes;SN18690;11.11.2024;4,4
Oslo - Blindern;SN18700;11.11.2024;3,4
Oslo - Bygdøy Ii;SN18810;11.11.2024;4,2
Oslo - Hovin;SN18210;11.11.2024;3,4
Stavanger - Våland;SN44640;11.11.2024;8,2
Lade;SN68050;11.11.2024;5,6
Åsane;SN50810;11.11.2024;8,6
Skredderdalen;SN50570;11.11.2024;7,1
Bergen - Florida;SN50540;11.11.2024;8,8
Bergen - Florida Uib;SN50539;11.11.2024;8,8
Gullfjellet;SN50865;11.11.2024;6,1
Sædalen;SN50503;11.11.2024;7
Flesland;SN50500;11.11.2024;8,1
E18 Hjortnes;SN18690;12.11.2024;4,1
Oslo - Blindern;SN18700;12.11.2024;4
Oslo - Bygdøy Ii;SN18810;12.11.2024;3,6
Oslo - Hovin;SN18210;12.11.2024;4,7
Stavanger - Våland;SN44640;12.11.2024;7,2
Lade;SN68050;12.11.2024;8,2
Åsane;SN50810;12.11.2024;7,3
Skredderdalen;SN50570;12.11.2024;7,8
Bergen - Florida;SN50540;12.11.2024;9
Bergen - Florida Uib;SN50539;12.11.2024;9
Gullfjellet;SN50865;12.11.2024;6,4
Sædalen;SN50503;12.11.2024;7,7
Flesland;SN50500;12.11.2024;7,7
E18 Hjortnes;SN18690;13.11.2024;4,3
Oslo - Blindern;SN18700;13.11.2024;3,4
Oslo - Bygdøy Ii;SN18810;13.11.2024;3,8
Oslo - Hovin;SN18210;13.11.2024;3,8
Stavanger - Våland;SN44640;13.11.2024;9,5
Lade;SN68050;13.11.2024;9,9
Åsane;SN50810;13.11.2024;9,5
Skredderdalen;SN50570;13.11.2024;8,4
Bergen - Florida;SN50540;13.11.2024;10,4
Bergen - Florida Uib;SN50539;13.11.2024;10,8
Gullfjellet;SN50865;13.11.2024;7,4
Sædalen;SN50503;13.11.2024;9
Flesland;SN50500;13.11.2024;9,3
E18 Hjortnes;SN18690;14.11.2024;4,1
Oslo - Blindern;SN18700;14.11.2024;3,1
Oslo - Bygdøy Ii;SN18810;14.11.2024;3,6
Oslo - Hovin;SN18210;14.11.2024;3,7
Stavanger - Våland;SN44640;14.11.2024;8,5
Lade;SN68050;14.11.2024;8,5
Åsane;SN50810;14.11.2024;7,8
Skredderdalen;SN50570;14.11.2024;7,2
Bergen - Florida;SN50540;14.11.2024;8,3
Bergen - Florida Uib;SN50539;14.11.2024;8,1
Gullfjellet;SN50865;14.11.2024;6,3
Sædalen;SN50503;14.11.2024;7,2
Flesland;SN50500;14.11.2024;8,2
E18 Hjortnes;SN18690;15.11.2024;7,8
Oslo - Blindern;SN18700;15.11.2024;9
Oslo - Bygdøy Ii;SN18810;15.11.2024;6,5
Oslo - Hovin;SN18210;15.11.2024;8,7
Stavanger - Våland;SN44640;15.11.2024;9,9
Lade;SN68050;15.11.2024;12,7
Åsane;SN50810;15.11.2024;10,7
Skredderdalen;SN50570;15.11.2024;9,3
Bergen - Florida;SN50540;15.11.2024;10,9
Bergen - Florida Uib;SN50539;15.11.2024;11
Gullfjellet;SN50865;15.11.2024;9,3
Sædalen;SN50503;15.11.2024;9,3
Flesland;SN50500;15.11.2024;10,6
Oslo - Blindern;SN18700;16.11.2024;9,5
Oslo - Bygdøy Ii;SN18810;16.11.2024;11,1
Oslo - Hovin;SN18210;16.11.2024;10,5
Stavanger - Våland;SN44640;16.11.2024;11,1
Lade;SN68050;16.11.2024;10,7
Åsane;SN50810;16.11.2024;10,9
Skredderdalen;SN50570;16.11.2024;9,7
Bergen - Florida;SN50540;16.11.2024;11,3
Bergen - Florida Uib;SN50539;16.11.2024;11,3
Gullfjellet;SN50865;16.11.2024;9,7
Sædalen;SN50503;16.11.2024;9,6
Flesland;SN50500;16.11.2024;11,3
E18 Hjortnes;SN18690;17.11.2024;8,7
Oslo - Blindern;SN18700;17.11.2024;8,1
Oslo - Bygdøy Ii;SN18810;17.11.2024;8,6
Oslo - Hovin;SN18210;17.11.2024;8,2
Stavanger - Våland;SN44640;17.11.2024;6,9
Lade;SN68050;17.11.2024;6,6
Åsane;SN50810;17.11.2024;5,3
Skredderdalen;SN50570;17.11.2024;4,3
Bergen - Florida;SN50540;17.11.2024;6,5
Bergen - Florida Uib;SN50539;17.11.2024;6,5
Gullfjellet;SN50865;17.11.2024;3
Sædalen;SN50503;17.11.2024;4,5
Flesland;SN50500;17.11.2024;6,5
E18 Hjortnes;SN18690;18.11.2024;4,9
Oslo - Blindern;SN18700;18.11.2024;5,1
Oslo - Bygdøy Ii;SN18810;18.11.2024;4,2
Oslo - Hovin;SN18210;18.11.2024;5
Stavanger - Våland;SN44640;18.11.2024;4,2
Lade;SN68050;18.11.2024;4,6
Åsane;SN50810;18.11.2024;4,1
Skredderdalen;SN50570;18.11.2024;3
Bergen - Florida;SN50540;18.11.2024;5,1
Bergen - Florida Uib;SN50539;18.11.2024;5,1
Gullfjellet;SN50865;18.11.2024;1,9
Sædalen;SN50503;18.11.2024;3,2
Flesland;SN50500;18.11.2024;4,9
E18 Hjortnes;SN18690;19.11.2024;2,7
Oslo - Blindern;SN18700;19.11.2024;1,4
Oslo - Bygdøy Ii;SN18810;19.11.2024;2
Oslo - Hovin;SN18210;19.11.2024;1,5
Stavanger - Våland;SN44640;19.11.2024;2,2
Lade;SN68050;19.11.2024;3,3
Åsane;SN50810;19.11.2024;-0,1
Skredderdalen;SN50570;19.11.2024;-0,4
Bergen - Florida;SN50540;19.11.2024;1,5
Bergen - Florida Uib;SN50539;19.11.2024;1,6
Gullfjellet;SN50865;19.11.2024;-1,5
Sædalen;SN50503;19.11.2024;0,4
Flesland;SN50500;19.11.2024;0,6
E18 Hjortnes;SN18690;20.11.2024;1,9
Oslo - Blindern;SN18700;20.11.2024;0,8
Oslo - Bygdøy Ii;SN18810;20.11.2024;0,9
Oslo - Hovin;SN18210;20.11.2024;0,8
Stavanger - Våland;SN44640;20.11.2024;2
Lade;SN68050;20.11.2024;0,2
Åsane;SN50810;20.11.2024;-0,4
Skredderdalen;SN50570;20.11.2024;-1,3
Bergen - Florida;SN50540;20.11.2024;1,2
Bergen - Florida Uib;SN50539;20.11.2024;1,3
Gullfjellet;SN50865;20.11.2024;-3,6
Sædalen;SN50503;20.11.2024;2,1
Flesland;SN50500;20.11.2024;1,1
E18 Hjortnes;SN18690;21.11.2024;0,4
Oslo - Blindern;SN18700;21.11.2024;-0,8
Oslo - Bygdøy Ii;SN18810;21.11.2024;-0,3
Oslo - Hovin;SN18210;21.11.2024;-0,9
Stavanger - Våland;SN44640;21.11.2024;0,9
Lade;SN68050;21.11.2024;-2,1
Åsane;SN50810;21.11.2024;-1,5
Skredderdalen;SN50570;21.11.2024;-3,5
Bergen - Florida;SN50540;21.11.2024;-0,1
Bergen - Florida Uib;SN50539;21.11.2024;0,3
Gullfjellet;SN50865;21.11.2024;-5,1
Sædalen;SN50503;21.11.2024;1,5
Flesland;SN50500;21.11.2024;0,8
E18 Hjortnes;SN18690;22.11.2024;-0,7
Oslo - Blindern;SN18700;22.11.2024;-1,9
Oslo - Bygdøy Ii;SN18810;22.11.2024;-2,2
Oslo - Hovin;SN18210;22.11.2024;-1,8
Stavanger - Våland;SN44640;22.11.2024;-0,4
Lade;SN68050;22.11.2024;0,2
Åsane;SN50810;22.11.2024;-2,6
Skredderdalen;SN50570;22.11.2024;-3,1
Bergen - Florida;SN50540;22.11.2024;-0,9
Bergen - Florida Uib;SN50539;22.11.2024;-0,7
Gullfjellet;SN50865;22.11.2024;-3,5
Sædalen;SN50503;22.11.2024;-0,8
Flesland;SN50500;22.11.2024;-1,5
E18 Hjortnes;SN18690;23.11.2024;3,4
Oslo - Blindern;SN18700;23.11.2024;2,8
Oslo - Bygdøy Ii;SN18810;23.11.2024;1,8
Oslo - Hovin;SN18210;23.11.2024;3,1
Stavanger - Våland;SN44640;23.11.2024;2,3
Lade;SN68050;23.11.2024;2
Åsane;SN50810;23.11.2024;-0,1
Skredderdalen;SN50570;23.11.2024;-1,1
Bergen - Florida;SN50540;23.11.2024;1,7
Bergen - Florida Uib;SN50539;23.11.2024;1,9
Gullfjellet;SN50865;23.11.2024;-1,3
Sædalen;SN50503;23.11.2024;1,9
Flesland;SN50500;23.11.2024;1
E18 Hjortnes;SN18690;24.11.2024;4
Oslo - Blindern;SN18700;24.11.2024;3,6
Oslo - Bygdøy Ii;SN18810;24.11.2024;3,8
Oslo - Hovin;SN18210;24.11.2024;4,3
Stavanger - Våland;SN44640;24.11.2024;10,9
Lade;SN68050;24.11.2024;5,4
Åsane;SN50810;24.11.2024;11,1
Skredderdalen;SN50570;24.11.2024;9,2
Bergen - Florida;SN50540;24.11.2024;10,3
Bergen - Florida Uib;SN50539;24.11.2024;10,3
Gullfjellet;SN50865;24.11.2024;7,4
Sædalen;SN50503;24.11.2024;8,7
Flesland;SN50500;24.11.2024;9
E18 Hjortnes;SN18690;25.11.2024;9,2
Oslo - Blindern;SN18700;25.11.2024;8,5
Oslo - Bygdøy Ii;SN18810;25.11.2024;8,9
Oslo - Hovin;SN18210;25.11.2024;9,3
Stavanger - Våland;SN44640;25.11.2024;10,2
Lade;SN68050;25.11.2024;8,9
Åsane;SN50810;25.11.2024;9,8
Skredderdalen;SN50570;25.11.2024;7,9
Bergen - Florida;SN50540;25.11.2024;10,1
Bergen - Florida Uib;SN50539;25.11.2024;10,2
Gullfjellet;SN50865;25.11.2024;7,2
Sædalen;SN50503;25.11.2024;8,1
Flesland;SN50500;25.11.2024;9,8
E18 Hjortnes;SN18690;26.11.2024;9,2
Oslo - Blindern;SN18700;26.11.2024;8,4
Oslo - Bygdøy Ii;SN18810;26.11.2024;9
Oslo - Hovin;SN18210;26.11.2024;8,8
Stavanger - Våland;SN44640;26.11.2024;8,7
Lade;SN68050;26.11.2024;6,7
Åsane;SN50810;26.11.2024;8,2
Skredderdalen;SN50570;26.11.2024;7,1
Bergen - Florida;SN50540;26.11.2024;8,6
Bergen - Florida Uib;SN50539;26.11.2024;8,6
Gullfjellet;SN50865;26.11.2024;6,6
Sædalen;SN50503;26.11.2024;7,2
Flesland;SN50500;26.11.2024;8,6
E18 Hjortnes;SN18690;27.11.2024;5,5
Oslo - Blindern;SN18700;27.11.2024;4,9
Oslo - Bygdøy Ii;SN18810;27.11.2024;5,4
Oslo - Hovin;SN18210;27.11.2024;5,4
Stavanger - Våland;SN44640;27.11.2024;7,3
Lade;SN68050;27.11.2024;3,7
Åsane;SN50810;27.11.2024;5,8
Skredderdalen;SN50570;27.11.2024;4,8
Bergen - Florida;SN50540;27.11.2024;6,8
Bergen - Florida Uib;SN50539;27.11.2024;6,9
Gullfjellet;SN50865;27.11.2024;4,3
Sædalen;SN50503;27.11.2024;5,2
Flesland;SN50500;27.11.2024;6
E18 Hjortnes;SN18690;28.11.2024;2,5
Oslo - Blindern;SN18700;28.11.2024;1,8
Oslo - Bygdøy Ii;SN18810;28.11.2024;2,1
Oslo - Hovin;SN18210;28.11.2024;1,6
Stavanger - Våland;SN44640;28.11.2024;4,7
Lade;SN68050;28.11.2024;-1
Åsane;SN50810;28.11.2024;4,1
Skredderdalen;SN50570;28.11.2024;2,8
Bergen - Florida;SN50540;28.11.2024;4,6
Bergen - Florida Uib;SN50539;28.11.2024;4,5
Gullfjellet;SN50865;28.11.2024;2,4
Sædalen;SN50503;28.11.2024;3,4
Flesland;SN50500;28.11.2024;3,7
E18 Hjortnes;SN18690;29.11.2024;1,1
Oslo - Blindern;SN18700;29.11.2024;0,8
Oslo - Bygdøy Ii;SN18810;29.11.2024;0,3
Oslo - Hovin;SN18210;29.11.2024;0,8
Stavanger - Våland;SN44640;29.11.2024;8,3
Lade;SN68050;29.11.2024;4,1
Åsane;SN50810;29.11.2024;8,9
Skredderdalen;SN50570;29.11.2024;7
Bergen - Florida;SN50540;29.11.2024;8,5
Bergen - Florida Uib;SN50539;29.11.2024;8,5
Gullfjellet;SN50865;29.11.2024;6,9
Sædalen;SN50503;29.11.2024;7,2
Flesland;SN50500;29.11.2024;8,5
E18 Hjortnes;SN18690;30.11.2024;8,4
Oslo - Blindern;SN18700;30.11.2024;7,7
Oslo - Bygdøy Ii;SN18810;30.11.2024;8,3
Oslo - Hovin;SN18210;30.11.2024;8,1
Stavanger - Våland;SN44640;30.11.2024;9,5
Lade;SN68050;30.11.2024;3
Åsane;SN50810;30.11.2024;10
Skredderdalen;SN50570;30.11.2024;8,6
Bergen - Florida;SN50540;30.11.2024;10
Bergen - Florida Uib;SN50539;30.11.2024;10,1
Gullfjellet;SN50865;30.11.2024;8,8
Sædalen;SN50503;30.11.2024;8,7
Flesland;SN50500;30.11.2024;9,7
E18 Hjortnes;SN18690;01.12.2024;9,6
Oslo - Blindern;SN18700;01.12.2024;9,1
Oslo - Bygdøy Ii;SN18810;01.12.2024;9,9
Oslo - Hovin;SN18210;01.12.2024;9,5
Stavanger - Våland;SN44640;01.12.2024;10,9
Lade;SN68050;01.12.2024;12,9
Åsane;SN50810;01.12.2024;11,2
Skredderdalen;SN50570;01.12.2024;9,3
Bergen - Florida;SN50540;01.12.2024;11,5
Bergen - Florida Uib;SN50539;01.12.2024;11,5
Gullfjellet;SN50865;01.12.2024;9,5
Sædalen;SN50503;01.12.2024;9,8
Flesland;SN50500;01.12.2024;10,7
E18 Hjortnes;SN18690;02.12.2024;9
Oslo - Blindern;SN18700;02.12.2024;8,7
Oslo - Bygdøy Ii;SN18810;02.12.2024;9,8
Oslo - Hovin;SN18210;02.12.2024;9
Stavanger - Våland;SN44640;02.12.2024;9,5
Lade;SN68050;02.12.2024;12,1
Åsane;SN50810;02.12.2024;9,8
Skredderdalen;SN50570;02.12.2024;8,7
Bergen - Florida;SN50540;02.12.2024;10,1
Bergen - Florida Uib;SN50539;02.12.2024;10,2
Gullfjellet;SN50865;02.12.2024;8,3
Sædalen;SN50503;02.12.2024;8,7
Flesland;SN50500;02.12.2024;9,8
E18 Hjortnes;SN18690;03.12.2024;5,1
Oslo - Blindern;SN18700;03.12.2024;4,1
Oslo - Bygdøy Ii;SN18810;03.12.2024;4,8
Oslo - Hovin;SN18210;03.12.2024;3,7
Stavanger - Våland;SN44640;03.12.2024;4,1
Lade;SN68050;03.12.2024;0,2
Åsane;SN50810;03.12.2024;2,1
Skredderdalen;SN50570;03.12.2024;2,5
Bergen - Florida;SN50540;03.12.2024;4,1
Bergen - Florida Uib;SN50539;03.12.2024;4,2
Gullfjellet;SN50865;03.12.2024;0,8
Sædalen;SN50503;03.12.2024;2,5
Flesland;SN50500;03.12.2024;2,8
E18 Hjortnes;SN18690;04.12.2024;-2,2
Oslo - Blindern;SN18700;04.12.2024;-3,1
Oslo - Bygdøy Ii;SN18810;04.12.2024;-2,9
